ID,Year,Date,Time,Date and time,Civic number,Street of accident,Street direction,Corner street,Corner street direction,Intersections,Duplicate count,Geocoding address
2248,2008,11/19/08,15:30,11/19/08 15:30,,JOLICOEUR,,LAURENDEAU,,LAURENDEAU & JOLICOEUR,1,"LAURENDEAU & JOLICOEUR, Montreal, Canada"
2249,2008,11/20/08,,11/20/08 0:00,,DUBUISSON,,DES ORMEAUX,,DUBUISSON & DES ORMEAUX,1,"DUBUISSON & DES ORMEAUX, Montreal, Canada"
2250,2008,11/20/08,10:07,11/20/08 10:07,,ST URBAIN,,DULUTH,,ST URBAIN & DULUTH,4,"ST URBAIN & DULUTH, Montreal, Canada"
2251,2008,11/20/08,16:40,11/20/08 16:40,,ST JOSEPH,,MENTANA,,ST JOSEPH & MENTANA,1,"ST JOSEPH & MENTANA, Montreal, Canada"
2252,2008,11/20/08,17:20,11/20/08 17:20,,DE MAISONNEUVE,O,LAMBERT CLOSSE,,LAMBERT CLOSSE & DE MAISONNEUVE,4,"LAMBERT CLOSSE & DE MAISONNEUVE, Montreal, Canada"
2253,2008,11/21/08,13:44,11/21/08 13:44,,ST LAURENT,,SAUVE,,ST LAURENT & SAUVE,1,"ST LAURENT & SAUVE, Montreal, Canada"
2254,2008,11/21/08,17:37,11/21/08 17:37,,UPPER LACHINE,,CLIFTON,,UPPER LACHINE & CLIFTON,1,"UPPER LACHINE & CLIFTON, Montreal, Canada"
2255,2008,11/21/08,18:39,11/21/08 18:39,,RANCOURT,,FLEURY,,RANCOURT & FLEURY,1,"RANCOURT & FLEURY, Montreal, Canada"
2256,2008,11/23/08,13:30,11/23/08 13:30,,ST DENIS,,LAURIER,,ST DENIS & LAURIER,6,"ST DENIS & LAURIER, Montreal, Canada"
2257,2008,11/24/08,8:35,11/24/08 8:35,,PRESIDENT KENNEDY,,CONCORDE,,PRESIDENT KENNEDY & CONCORDE,1,"PRESIDENT KENNEDY & CONCORDE, Montreal, Canada"
2258,2008,11/24/08,17:20,11/24/08 17:20,,BEAUBIEN,,LOUIS HEMON,,LOUIS HEMON & BEAUBIEN,2,"LOUIS HEMON & BEAUBIEN, Montreal, Canada"
2259,2008,11/24/08,17:20,11/24/08 17:20,,JEAN TALON,,17E AV,,JEAN TALON & 17E AV,1,"JEAN TALON & 17E AV, Montreal, Canada"
2260,2008,11/28/08,19:10,11/28/08 19:10,,ST DOMINIQUE,,ONTARIO,E,ST DOMINIQUE & ONTARIO,5,"ST DOMINIQUE & ONTARIO, Montreal, Canada"
2261,2008,11/29/08,10:29,11/29/08 10:29,,ANDRE AMPERE,,ARMAND BOMBARDIER,,ARMAND BOMBARDIER & ANDRE AMPERE,1,"ARMAND BOMBARDIER & ANDRE AMPERE, Montreal, Canada"
2262,2008,11/30/08,21:00,11/30/08 21:00,764,4E AV,,VERDUN,,VERDUN & 4E AV,1,"764 4E AV , Montreal, Canada"
2263,2008,12/2/08,18:30,12/2/08 18:30,,DU FORT,,DE MAISONNEUVE,O,DU FORT & DE MAISONNEUVE,10,"DU FORT & DE MAISONNEUVE, Montreal, Canada"
2264,2008,12/3/08,9:55,12/3/08 9:55,2054,ST DENIS,,SHERBROOKE,,ST DENIS & SHERBROOKE,6,"2054 ST DENIS , Montreal, Canada"
2265,2008,12/4/08,12:18,12/4/08 12:18,,VICTORIA,,LINTON,,VICTORIA & LINTON,1,"VICTORIA & LINTON, Montreal, Canada"
2266,2008,12/5/08,17:30,12/5/08 17:30,,LAURIER,,6E AV,,LAURIER & 6E AV,1,"LAURIER & 6E AV, Montreal, Canada"
2267,2008,12/6/08,17:56,12/6/08 17:56,,JOLICOEUR,,BRIAND,,JOLICOEUR & BRIAND,1,"JOLICOEUR & BRIAND, Montreal, Canada"
2268,2008,12/27/08,14:27,12/27/08 14:27,,VERDUN,,ARGYLE,,VERDUN & ARGYLE,1,"VERDUN & ARGYLE, Montreal, Canada"
2269,2009,1/5/09,17:30,1/5/09 17:30,,BROADWAY,,VICTORIA,,VICTORIA & BROADWAY,1,"VICTORIA & BROADWAY, Montreal, Canada"
2270,2009,1/6/09,18:38,1/6/09 18:38,,LANGELIER,,JEAN TALON,,LANGELIER & JEAN TALON,3,"LANGELIER & JEAN TALON, Montreal, Canada"
2271,2009,1/17/09,18:42,1/17/09 18:42,,CHARLEVOIX,,CENTRE,,CHARLEVOIX & CENTRE,2,"CHARLEVOIX & CENTRE, Montreal, Canada"
2272,2009,1/19/09,9:12,1/19/09 9:12,,MONT ROYAL,,COLONIALE,,MONT ROYAL & COLONIALE,4,"MONT ROYAL & COLONIALE, Montreal, Canada"
2273,2009,1/26/09,7:20,1/26/09 7:20,,RIVARD,,ST JOSEPH,,ST JOSEPH & RIVARD,3,"ST JOSEPH & RIVARD, Montreal, Canada"
2274,2009,2/14/09,23:00,2/14/09 23:00,,CREMAZIE,,LAJEUNESSE,,LAJEUNESSE & CREMAZIE,2,"LAJEUNESSE & CREMAZIE, Montreal, Canada"
2275,2009,2/18/09,18:15,2/18/09 18:15,,SOMERLED,,OXFORD,,SOMERLED & OXFORD,1,"SOMERLED & OXFORD, Montreal, Canada"
2276,2009,3/2/09,13:27,3/2/09 13:27,,HOCHELAGA,,DEZERY,,HOCHELAGA & DEZERY,1,"HOCHELAGA & DEZERY, Montreal, Canada"
2277,2009,3/4/09,11:03,3/4/09 11:03,,ST MICHEL,,MONT ROYAL,,ST MICHEL & MONT ROYAL,1,"ST MICHEL & MONT ROYAL, Montreal, Canada"
2278,2009,3/10/09,22:10,3/10/09 22:10,,STE CATHERINE,,PIE IX,,STE CATHERINE & PIE IX,3,"STE CATHERINE & PIE IX, Montreal, Canada"
2279,2009,3/11/09,15:35,3/11/09 15:35,,PRINCE ARTHUR,,CLARK,,PRINCE ARTHUR & CLARK,4,"PRINCE ARTHUR & CLARK, Montreal, Canada"
2280,2009,3/12/09,,3/12/09 0:00,,BOYER,,MONT ROYAL,,MONT ROYAL & BOYER,3,"MONT ROYAL & BOYER, Montreal, Canada"
2281,2009,3/14/09,23:25,3/14/09 23:25,,PEEL,,SQUARE DORCHESTER,,SQUARE DORCHESTER & PEEL,1,"SQUARE DORCHESTER & PEEL, Montreal, Canada"
2282,2009,3/17/09,10:34,3/17/09 10:34,7700,LOUIS H LAFONTAINE,,ST ZOTIQUE,,ST ZOTIQUE & LOUIS H LAFONTAINE,1,"7700 LOUIS H LAFONTAINE , Montreal, Canada"
2283,2009,3/17/09,14:57,3/17/09 14:57,,DE MAISONNEUVE,,MCGILL COLLEGE,,MCGILL COLLEGE & DE MAISONNEUVE,4,"MCGILL COLLEGE & DE MAISONNEUVE, Montreal, Canada"
2284,2009,3/20/09,17:25,3/20/09 17:25,,CATHCART,,UNIVERSITY,,UNIVERSITY & CATHCART,3,"UNIVERSITY & CATHCART, Montreal, Canada"
2285,2009,3/20/09,21:30,3/20/09 21:30,,MONT ROYAL,,ST URBAIN,,ST URBAIN & MONT ROYAL,3,"ST URBAIN & MONT ROYAL, Montreal, Canada"
2286,2009,3/22/09,18:25,3/22/09 18:25,,ST DENIS,,ROY,,ST DENIS & ROY,1,"ST DENIS & ROY, Montreal, Canada"
2287,2009,3/26/09,17:40,3/26/09 17:40,,CHARLEVOIX,,ST CHARLES,,ST CHARLES & CHARLEVOIX,3,"ST CHARLES & CHARLEVOIX, Montreal, Canada"
2288,2009,3/28/09,21:20,3/28/09 21:20,,PRIEUR,,FRANCIS,,PRIEUR & FRANCIS,1,"PRIEUR & FRANCIS, Montreal, Canada"
2289,2009,3/30/09,0:10,3/30/09 0:10,,CHRISTOPHE COLOMB,,VILLERAY,,VILLERAY & CHRISTOPHE COLOMB,5,"VILLERAY & CHRISTOPHE COLOMB, Montreal, Canada"
2290,2009,3/31/09,11:20,3/31/09 11:20,,RENE LEVESQUE,,DE LA MONTAGNE,,RENE LEVESQUE & DE LA MONTAGNE,4,"RENE LEVESQUE & DE LA MONTAGNE, Montreal, Canada"
2291,2009,4/2/09,14:05,4/2/09 14:05,,L ARCHEVEQUE,,HENRI BOURASSA,,L ARCHEVEQUE & HENRI BOURASSA,1,"L ARCHEVEQUE & HENRI BOURASSA, Montreal, Canada"
2292,2009,4/2/09,17:33,4/2/09 17:33,,SHERBROOKE,,CHERRIER,,SHERBROOKE & CHERRIER,2,"SHERBROOKE & CHERRIER, Montreal, Canada"
2293,2009,4/4/09,23:20,4/4/09 23:20,,PIE IX,,ONTARIO,,PIE IX & ONTARIO,3,"PIE IX & ONTARIO, Montreal, Canada"
2294,2009,4/10/09,23:55,4/10/09 23:55,,ST ZOTIQUE,,DE LORIMIER,,ST ZOTIQUE & DE LORIMIER,4,"ST ZOTIQUE & DE LORIMIER, Montreal, Canada"
2295,2009,4/11/09,11:42,4/11/09 11:42,6739,PAPINEAU,,ST ZOTIQUE,,ST ZOTIQUE & PAPINEAU,3,"6739 PAPINEAU , Montreal, Canada"
2296,2009,4/14/09,9:00,4/14/09 9:00,,,,,,,,
2297,2009,4/14/09,17:40,4/14/09 17:40,,SQUARE VICTORIA,,VIGER,,VIGER & SQUARE VICTORIA,1,"VIGER & SQUARE VICTORIA, Montreal, Canada"
2298,2009,4/15/09,11:55,4/15/09 11:55,,SOMERVALE GARDENS,,ROCKWYN AV,,SOMERVALE GARDENS & ROCKWYN AV,1,"SOMERVALE GARDENS & ROCKWYN AV, Montreal, Canada"
2299,2009,4/15/09,15:14,4/15/09 15:14,,RICHMOND,,PIERREFONDS,,RICHMOND & PIERREFONDS,2,"RICHMOND & PIERREFONDS, Montreal, Canada"
2300,2009,4/15/09,18:45,4/15/09 18:45,,RACHEL,,PAPINEAU,,RACHEL & PAPINEAU,11,"RACHEL & PAPINEAU, Montreal, Canada"
2301,2009,4/15/09,18:45,4/15/09 18:45,,RACHEL,,PAPINEAU,,RACHEL & PAPINEAU,11,"RACHEL & PAPINEAU, Montreal, Canada"
2302,2009,4/16/09,16:40,4/16/09 16:40,625,CH BORD DU LAC,,LILAS,,LILAS & CH BORD DU LAC,1,"625 CH BORD DU LAC , Montreal, Canada"
2303,2009,4/16/09,17:24,4/16/09 17:24,800,H BOURASSA,O,MEILLEUR,,MEILLEUR & H BOURASSA,1,"800 H BOURASSA O, Montreal, Canada"
2304,2009,4/17/09,8:30,4/17/09 8:30,,DUMFRIES,,VIVIAN,,VIVIAN & DUMFRIES,1,"VIVIAN & DUMFRIES, Montreal, Canada"
2305,2009,4/17/09,12:18,4/17/09 12:18,4109,ST LAURENT,,RACHEL,,ST LAURENT & RACHEL,4,"4109 ST LAURENT , Montreal, Canada"
2306,2009,4/18/09,0:23,4/18/09 0:23,,BERRI,,CHERRIER,,CHERRIER & BERRI,4,"CHERRIER & BERRI, Montreal, Canada"
2307,2009,4/18/09,13:23,4/18/09 13:23,,COTE ST LUC,,MARCIL,,MARCIL & COTE ST LUC,1,"MARCIL & COTE ST LUC, Montreal, Canada"
2308,2009,4/18/09,14:27,4/18/09 14:27,,VILLERAY,,CHRISTOPHE COLOMB,,VILLERAY & CHRISTOPHE COLOMB,5,"VILLERAY & CHRISTOPHE COLOMB, Montreal, Canada"
2309,2009,4/19/09,15:42,4/19/09 15:42,,DE MAISONNEUVE,,METCALFE,,METCALFE & DE MAISONNEUVE,9,"METCALFE & DE MAISONNEUVE, Montreal, Canada"
2310,2009,4/19/09,17:50,4/19/09 17:50,,RACHEL,,JOLIETTE,,RACHEL & JOLIETTE,1,"RACHEL & JOLIETTE, Montreal, Canada"
2311,2009,4/20/09,10:30,4/20/09 10:30,,PEEL,,RENE LEVESQUE,,RENE LEVESQUE & PEEL,4,"RENE LEVESQUE & PEEL, Montreal, Canada"
2312,2009,4/22/09,22:49,4/22/09 22:49,,ATWATER,,ST ANTOINE,,ST ANTOINE & ATWATER,13,"ST ANTOINE & ATWATER, Montreal, Canada"
2313,2009,4/23/09,,4/23/09 0:00,,CAYOU,,BECKET,,CAYOU & BECKET,1,"CAYOU & BECKET, Montreal, Canada"
2314,2009,4/23/09,8:30,4/23/09 8:30,,GDE ALLEE,,SAUVE,,SAUVE & GDE ALLEE,1,"SAUVE & GDE ALLEE, Montreal, Canada"
2315,2009,4/23/09,9:50,4/23/09 9:50,,MARGUERITE D'YOUVILLE,,NORMAND,,NORMAND & MARGUERITE D'YOUVILLE,1,"NORMAND & MARGUERITE D'YOUVILLE, Montreal, Canada"
2316,2009,4/23/09,17:00,4/23/09 17:00,,DES ROSERAIES,,DE LA MAYENNE,,DES ROSERAIES & DE LA MAYENNE,1,"DES ROSERAIES & DE LA MAYENNE, Montreal, Canada"
2317,2009,4/23/09,19:00,4/23/09 19:00,,RACHEL,,RIVARD,,RIVARD & RACHEL,5,"RIVARD & RACHEL, Montreal, Canada"
2318,2009,4/24/09,8:15,4/24/09 8:15,,ST DENIS,,ROSEMONT,,ST DENIS & ROSEMONT,4,"ST DENIS & ROSEMONT, Montreal, Canada"
2319,2009,4/24/09,16:12,4/24/09 16:12,279,SHERBROOKE,,DU PARC,,SHERBROOKE & DU PARC,2,"279 SHERBROOKE , Montreal, Canada"
2320,2009,4/24/09,18:15,4/24/09 18:15,,ST LAURENT,,JEAN TALON,,ST LAURENT & JEAN TALON,3,"ST LAURENT & JEAN TALON, Montreal, Canada"
2321,2009,4/25/09,,4/25/09 0:00,4360,0,,,,,1,"4360 0 , Montreal, Canada"
2322,2009,4/25/09,15:50,4/25/09 15:50,,LEGARE,,PLAMONDON,,PLAMONDON & LEGARE,1,"PLAMONDON & LEGARE, Montreal, Canada"
2323,2009,4/26/09,,4/26/09 0:00,,PAPINEAU,,MASSON,,PAPINEAU & MASSON,3,"PAPINEAU & MASSON, Montreal, Canada"
2324,2009,4/27/09,,4/27/09 0:00,4319,ST JEAN,,,,,1,"4319 ST JEAN , Montreal, Canada"
2325,2009,4/27/09,14:55,4/27/09 14:55,,ROSEMONT,,5E AV,,ROSEMONT & 5E AV,1,"ROSEMONT & 5E AV, Montreal, Canada"
2326,2009,4/27/09,18:02,4/27/09 18:02,1859,LIEBERT,,,,,1,"1859 LIEBERT , Montreal, Canada"
2327,2009,4/29/09,,4/29/09 0:00,,EMILE JOURNAULT,,ST DENIS,,ST DENIS & EMILE JOURNAULT,1,"ST DENIS & EMILE JOURNAULT, Montreal, Canada"
2328,2009,4/29/09,,4/29/09 0:00,,LAVIGNE,,JACINTHES,,LAVIGNE & JACINTHES,1,"LAVIGNE & JACINTHES, Montreal, Canada"
2329,2009,4/29/09,0:20,4/29/09 0:20,,ATWATER,,ST ANTOINE,,ST ANTOINE & ATWATER,13,"ST ANTOINE & ATWATER, Montreal, Canada"
2330,2009,4/29/09,7:15,4/29/09 7:15,,HOCHELAGA,,CHARLEMAGNE,,HOCHELAGA & CHARLEMAGNE,1,"HOCHELAGA & CHARLEMAGNE, Montreal, Canada"
2331,2009,4/29/09,15:19,4/29/09 15:19,,CH BORD DU LAC,,STE ANNE,,STE ANNE & CH BORD DU LAC,1,"STE ANNE & CH BORD DU LAC, Montreal, Canada"
2332,2009,4/29/09,16:05,4/29/09 16:05,,STE MARGUERITE,,ST PHILOMENE,,STE MARGUERITE & ST PHILOMENE,1,"STE MARGUERITE & ST PHILOMENE, Montreal, Canada"
2333,2009,4/29/09,16:45,4/29/09 16:45,,ALLARD,,DE MONTMAGNY,,DE MONTMAGNY & ALLARD,1,"DE MONTMAGNY & ALLARD, Montreal, Canada"
2334,2009,4/30/09,6:20,4/30/09 6:20,,BEAUBIEN,E,29E AV,,BEAUBIEN & 29E AV,1,"BEAUBIEN & 29E AV, Montreal, Canada"
2335,2009,4/30/09,8:15,4/30/09 8:15,,ROSEMONT,,BOYER,,ROSEMONT & BOYER,1,"ROSEMONT & BOYER, Montreal, Canada"
2336,2009,4/30/09,12:01,4/30/09 12:01,,PRIEUR,,ST CHARLES,,ST CHARLES & PRIEUR,1,"ST CHARLES & PRIEUR, Montreal, Canada"
2337,2009,4/30/09,16:40,4/30/09 16:40,,PERRAS,,STE GERTRUDE,,STE GERTRUDE & PERRAS,1,"STE GERTRUDE & PERRAS, Montreal, Canada"
2338,2009,4/30/09,18:41,4/30/09 18:41,1170,PEEL,,CYPRESS,,PEEL & CYPRESS,1,"1170 PEEL , Montreal, Canada"
2339,2009,5/1/09,1:05,5/1/09 1:05,,D'IBERVILLE,,DANDURAND,,DANDURAND & D'IBERVILLE,4,"DANDURAND & D'IBERVILLE, Montreal, Canada"
2340,2009,5/1/09,8:10,5/1/09 8:10,,COTE STE CATHERINE,,PAGNUELO,,PAGNUELO & COTE STE CATHERINE,5,"PAGNUELO & COTE STE CATHERINE, Montreal, Canada"
2341,2009,5/1/09,8:30,5/1/09 8:30,,ONTARIO,,HOGAN,,ONTARIO & HOGAN,1,"ONTARIO & HOGAN, Montreal, Canada"
2342,2009,5/1/09,17:07,5/1/09 17:07,,ST PATRICK,,MONK,,ST PATRICK & MONK,1,"ST PATRICK & MONK, Montreal, Canada"
2343,2009,5/1/09,18:30,5/1/09 18:30,,MONT ROYAL,,CHAPLEAU,,MONT ROYAL & CHAPLEAU,1,"MONT ROYAL & CHAPLEAU, Montreal, Canada"
2344,2009,5/1/09,20:50,5/1/09 20:50,,RENE LEVESQUE,,PAPINEAU,,RENE LEVESQUE & PAPINEAU,5,"RENE LEVESQUE & PAPINEAU, Montreal, Canada"
2345,2009,5/2/09,21:37,5/2/09 21:37,4610,FABRE,,GILFORD,,GILFORD & FABRE,2,"4610 FABRE , Montreal, Canada"
2346,2009,5/3/09,,5/3/09 0:00,488,MTEE DE L'EGLISE,,CHEVREMONT,,MTEE DE L'EGLISE & CHEVREMONT,1,"488 MTEE DE L'EGLISE , Montreal, Canada"
2347,2009,5/4/09,8:24,5/4/09 8:24,,RACHEL,,MENTANA,,RACHEL & MENTANA,4,"RACHEL & MENTANA, Montreal, Canada"
2348,2009,5/4/09,10:35,5/4/09 10:35,,STE CATHERINE,,PIE IX,,STE CATHERINE & PIE IX,3,"STE CATHERINE & PIE IX, Montreal, Canada"
2349,2009,5/4/09,21:44,5/4/09 21:44,,LAJOIE,,DUROCHER,,LAJOIE & DUROCHER,1,"LAJOIE & DUROCHER, Montreal, Canada"
2350,2009,5/5/09,9:43,5/5/09 9:43,,PIE IX,,INDUSTRIEL,,PIE IX & INDUSTRIEL,2,"PIE IX & INDUSTRIEL, Montreal, Canada"
2351,2009,5/6/09,16:40,5/6/09 16:40,,ST DENIS,,DULUTH,,ST DENIS & DULUTH,4,"ST DENIS & DULUTH, Montreal, Canada"
2352,2009,5/7/09,22:19,5/7/09 22:19,,BIENVILLE,,ST DENIS,,ST DENIS & BIENVILLE,2,"ST DENIS & BIENVILLE, Montreal, Canada"
2353,2009,5/8/09,8:39,5/8/09 8:39,,SHERBROOKE,O,DUROCHER,,SHERBROOKE & DUROCHER,4,"SHERBROOKE & DUROCHER, Montreal, Canada"
2354,2009,5/8/09,11:30,5/8/09 11:30,,ROUEN,,DAVIDSON,,ROUEN & DAVIDSON,2,"ROUEN & DAVIDSON, Montreal, Canada"
2355,2009,5/8/09,12:05,5/8/09 12:05,,DECARIE,,ROYALMOUNT,,ROYALMOUNT & DECARIE,1,"ROYALMOUNT & DECARIE, Montreal, Canada"
2356,2009,5/8/09,17:30,5/8/09 17:30,6004,SHERBROOKE,O,BELGRAVE,,SHERBROOKE & BELGRAVE,1,"6004 SHERBROOKE O, Montreal, Canada"
2357,2009,5/8/09,18:44,5/8/09 18:44,501,5E AV,,VERDUN,,VERDUN & 5E AV,1,"501 5E AV , Montreal, Canada"
2358,2009,5/9/09,10:00,5/9/09 10:00,,DAWSON,,CLAUDE,,DAWSON & CLAUDE,4,"DAWSON & CLAUDE, Montreal, Canada"
2359,2009,5/9/09,10:00,5/9/09 10:00,,DAWSON,,CLAUDE,,DAWSON & CLAUDE,4,"DAWSON & CLAUDE, Montreal, Canada"
2360,2009,5/9/09,10:00,5/9/09 10:00,,DAWSON,,CLAUDE,,DAWSON & CLAUDE,4,"DAWSON & CLAUDE, Montreal, Canada"
2361,2009,5/9/09,10:43,5/9/09 10:43,,,,,,,,
2362,2009,5/9/09,12:35,5/9/09 12:35,,DOLLARD,,ELMSLIE,,ELMSLIE & DOLLARD,1,"ELMSLIE & DOLLARD, Montreal, Canada"
2363,2009,5/10/09,1:45,5/10/09 1:45,,CHRISTOPHE COLOMB,,VILLERAY,,VILLERAY & CHRISTOPHE COLOMB,5,"VILLERAY & CHRISTOPHE COLOMB, Montreal, Canada"
2364,2009,5/10/09,10:22,5/10/09 10:22,,SHEVCHENKO,,ROBERT,,SHEVCHENKO & ROBERT,2,"SHEVCHENKO & ROBERT, Montreal, Canada"
2365,2009,5/10/09,17:13,5/10/09 17:13,420,SHERBROOKE,O,DUROCHER,,SHERBROOKE & DUROCHER,4,"420 SHERBROOKE O, Montreal, Canada"
2366,2009,5/11/09,8:55,5/11/09 8:55,,SHERBROOKE,,BISHOP,,SHERBROOKE & BISHOP,3,"SHERBROOKE & BISHOP, Montreal, Canada"
2367,2009,5/11/09,8:55,5/11/09 8:55,,SHERBROOKE,,BISHOP,,SHERBROOKE & BISHOP,3,"SHERBROOKE & BISHOP, Montreal, Canada"
2368,2009,5/11/09,17:45,5/11/09 17:45,,BISHOP,,SHERBROOKE,,SHERBROOKE & BISHOP,3,"SHERBROOKE & BISHOP, Montreal, Canada"
2369,2009,5/11/09,18:25,5/11/09 18:25,,HENRI BOURASSA,,THIMENS,,THIMENS & HENRI BOURASSA,1,"THIMENS & HENRI BOURASSA, Montreal, Canada"
2370,2009,5/11/09,19:04,5/11/09 19:04,,BLOMIDON,,LAVOISIER,,LAVOISIER & BLOMIDON,2,"LAVOISIER & BLOMIDON, Montreal, Canada"
2371,2009,5/12/09,,5/12/09 0:00,,DU PARC,,ST VIATEUR,,ST VIATEUR & DU PARC,4,"ST VIATEUR & DU PARC, Montreal, Canada"
2372,2009,5/12/09,7:30,5/12/09 7:30,,DANDURAND,,16E AV,,DANDURAND & 16E AV,1,"DANDURAND & 16E AV, Montreal, Canada"
2373,2009,5/12/09,8:05,5/12/09 8:05,4806,BANNANTYNE,,4E AV,,BANNANTYNE & 4E AV,1,"4806 BANNANTYNE , Montreal, Canada"
2374,2009,5/12/09,8:25,5/12/09 8:25,,SHERBROOKE,,BORDEAUX,,SHERBROOKE & BORDEAUX,1,"SHERBROOKE & BORDEAUX, Montreal, Canada"
2375,2009,5/12/09,8:55,5/12/09 8:55,1210,DE MAISONNEUVE,,DRUMMOND,,DRUMMOND & DE MAISONNEUVE,1,"1210 DE MAISONNEUVE , Montreal, Canada"
2376,2009,5/12/09,18:20,5/12/09 18:20,,GUY,,STE CATHERINE,,STE CATHERINE & GUY,4,"STE CATHERINE & GUY, Montreal, Canada"
2377,2009,5/13/09,8:10,5/13/09 8:10,,COTE STE CATHERINE,,LAURIER,,LAURIER & COTE STE CATHERINE,2,"LAURIER & COTE STE CATHERINE, Montreal, Canada"
2378,2009,5/13/09,16:30,5/13/09 16:30,,WELLINGTON,,MOZARETH,,WELLINGTON & MOZARETH,1,"WELLINGTON & MOZARETH, Montreal, Canada"
2379,2009,5/14/09,14:30,5/14/09 14:30,,NOTRE DAME,,LIEBERT,,NOTRE DAME & LIEBERT,2,"NOTRE DAME & LIEBERT, Montreal, Canada"
2380,2009,5/14/09,21:40,5/14/09 21:40,,SHERBROOKE,,ARCAND,,SHERBROOKE & ARCAND,2,"SHERBROOKE & ARCAND, Montreal, Canada"
2381,2009,5/14/09,23:20,5/14/09 23:20,,BENNETT,,ROUEN,,ROUEN & BENNETT,3,"ROUEN & BENNETT, Montreal, Canada"
2382,2009,5/15/09,18:50,5/15/09 18:50,,PAPINEAU,,ONTARIO,,PAPINEAU & ONTARIO,9,"PAPINEAU & ONTARIO, Montreal, Canada"
2383,2009,5/15/09,19:16,5/15/09 19:16,,ST ANTOINE,,ATWATER,,ST ANTOINE & ATWATER,13,"ST ANTOINE & ATWATER, Montreal, Canada"
2384,2009,5/16/09,3:29,5/16/09 3:29,,STE CATHERINE,E,ALPHONSE D ROY,,STE CATHERINE & ALPHONSE D ROY,3,"STE CATHERINE & ALPHONSE D ROY, Montreal, Canada"
2385,2009,5/16/09,21:45,5/16/09 21:45,,ST JOSEPH,,PAPINEAU,,ST JOSEPH & PAPINEAU,3,"ST JOSEPH & PAPINEAU, Montreal, Canada"
2386,2009,5/19/09,18:10,5/19/09 18:10,7300,ST ZOTIQUE,,,,,1,"7300 ST ZOTIQUE , Montreal, Canada"
2387,2009,5/20/09,,5/20/09 0:00,,DES PINS,,ST DOMINIQUE,,ST DOMINIQUE & DES PINS,3,"ST DOMINIQUE & DES PINS, Montreal, Canada"
2388,2009,5/20/09,0:30,5/20/09 0:30,,DE BORDEAUX,,MONT ROYAL,,MONT ROYAL & DE BORDEAUX,1,"MONT ROYAL & DE BORDEAUX, Montreal, Canada"
2389,2009,5/20/09,15:40,5/20/09 15:40,,ST JOSEPH,,DROLET,,ST JOSEPH & DROLET,4,"ST JOSEPH & DROLET, Montreal, Canada"
2390,2009,5/20/09,16:05,5/20/09 16:05,,SHERBROOKE,,MONTCALM,,SHERBROOKE & MONTCALM,1,"SHERBROOKE & MONTCALM, Montreal, Canada"
2391,2009,5/21/09,10:25,5/21/09 10:25,,BRENNAN,,ANN,,BRENNAN & ANN,1,"BRENNAN & ANN, Montreal, Canada"
2392,2009,5/21/09,13:30,5/21/09 13:30,,DE MAISONNEUVE,O,ST MATHIEU,,ST MATHIEU & DE MAISONNEUVE,4,"ST MATHIEU & DE MAISONNEUVE, Montreal, Canada"
2393,2009,5/21/09,15:00,5/21/09 15:00,,ST LAURENT,,MARIE ANNE,,ST LAURENT & MARIE ANNE,4,"ST LAURENT & MARIE ANNE, Montreal, Canada"
2394,2009,5/21/09,15:05,5/21/09 15:05,,COTE STE CATHERINE,,PAGNUELO,,PAGNUELO & COTE STE CATHERINE,5,"PAGNUELO & COTE STE CATHERINE, Montreal, Canada"
2395,2009,5/21/09,15:45,5/21/09 15:45,,CHRISTOPHE COLOMB,,CREMAZIE,,CREMAZIE & CHRISTOPHE COLOMB,22,"CREMAZIE & CHRISTOPHE COLOMB, Montreal, Canada"
2396,2009,5/21/09,16:20,5/21/09 16:20,,SHERBROOKE,,DUROCHER,,SHERBROOKE & DUROCHER,4,"SHERBROOKE & DUROCHER, Montreal, Canada"
2397,2009,5/21/09,17:20,5/21/09 17:20,,CHAMPLAIN,,STEPHENS,,STEPHENS & CHAMPLAIN,6,"STEPHENS & CHAMPLAIN, Montreal, Canada"
2398,2009,5/21/09,21:12,5/21/09 21:12,2144,TUPPER,,LAMBERT CLOSSE,,TUPPER & LAMBERT CLOSSE,1,"2144 TUPPER , Montreal, Canada"
2399,2009,5/21/09,21:45,5/21/09 21:45,,HONORE BEAUGRAND,,DE FONTENEAU,,HONORE BEAUGRAND & DE FONTENEAU,2,"HONORE BEAUGRAND & DE FONTENEAU, Montreal, Canada"
2400,2009,5/22/09,17:13,5/22/09 17:13,,ST FIRMIN,,CHARLAND,,ST FIRMIN & CHARLAND,1,"ST FIRMIN & CHARLAND, Montreal, Canada"
2401,2009,5/23/09,16:06,5/23/09 16:06,3766,COTE DES NEIGES,,THE BOULEVARD,,THE BOULEVARD & COTE DES NEIGES,1,"3766 COTE DES NEIGES , Montreal, Canada"
2402,2009,5/24/09,11:55,5/24/09 11:55,,PERRAS,,54E AV,,PERRAS & 54E AV,1,"PERRAS & 54E AV, Montreal, Canada"
2403,2009,5/24/09,13:00,5/24/09 13:00,,JARRY,,ST DENIS,,ST DENIS & JARRY,3,"ST DENIS & JARRY, Montreal, Canada"
2404,2009,5/24/09,18:25,5/24/09 18:25,2925,RACHEL,,MIDWAY,,RACHEL & MIDWAY,3,"2925 RACHEL , Montreal, Canada"
